V_rms,I_rms,Active_Power,Apparent_Power,Reactive_Power,Power_Factor,I_Fund,I_3rd,I_5th,I_7th,THD
229.69524,7.221369,1593.7701,1658.7139,459.59616,0.9608469,5.0066767,1.0011348,0.005858475,0.0065663364,0.2004591
229.8329,7.2142735,1593.5817,1658.0774,457.94995,0.96110207,5.0026016,0.9957001,0.0047661117,0.0043619755,0.19958164
229.7747,7.2127376,1592.4586,1657.3047,459.05783,0.96087265,5.0007906,0.9996512,0.0069821877,0.0057279607,0.20035684
229.78831,7.204337,1591.438,1655.4724,455.97617,0.9613195,4.995533,0.9955771,0.005028838,0.008402339,0.19976695
229.96231,7.2121644,1592.7855,1658.526,462.32315,0.96036214,4.998609,1.0087085,0.006844795,0.011050066,0.202205
229.84192,7.2070465,1591.4187,1656.4814,459.6923,0.9607224,4.9966526,0.9998508,0.003131663,0.0032904104,0.200556
229.75737,7.218276,1593.7422,1658.452,458.7471,0.9609818,5.0052485,0.9972982,0.0049683126,0.0037580226,0.19971552
229.91391,7.2117643,1593.0269,1658.085,459.9032,0.96076316,5.000467,0.9974087,0.0027222838,0.0011696428,0.19999216
230.00911,7.2223473,1595.9973,1661.2057,460.86563,0.96074635,5.0063925,1.0062054,0.003520339,0.0011838848,0.20145422
229.76003,7.2137136,1593.0579,1657.423,457.4034,0.9611655,5.001542,0.9995156,0.003343349,0.0062444718,0.20027891
229.94911,7.212226,1593.7792,1658.4448,458.59277,0.96100825,5.0004497,0.99931407,0.004478742,0.0057562585,0.20035632
229.88579,7.2156773,1594.9247,1658.7816,455.8199,0.9615037,5.002535,1.0015453,0.005156402,0.0030117962,0.20066136
229.75275,7.2175736,1593.2323,1658.2573,459.81323,0.9607871,5.0038314,1.0015278,0.003035226,0.009952425,0.20068021
229.51471,7.2053175,1588.8696,1653.7263,458.58887,0.9607815,4.994814,1.0027856,0.0054146196,0.005425764,0.20121947
229.96332,7.2108064,1593.1965,1658.221,459.80627,0.9607866,4.9990273,1.0011919,0.00305337,0.00171951,0.20079675
229.73962,7.207242,1590.5828,1655.7891,460.09137,0.96061915,4.997278,0.99709845,0.0069702016,0.0070365737,0.20004721
229.76648,7.2161236,1593.1681,1658.0233,459.19125,0.96088403,5.0026255,1.0029551,0.0061236657,0.0041571385,0.20088948
229.89575,7.2109957,1592.7932,1657.7772,459.60306,0.9608005,4.998965,1.0020063,0.0025353958,0.0051857033,0.20099764
230.009,7.2083106,1592.9731,1657.9763,459.69785,0.9607937,4.997046,1.002233,0.006729936,0.004033425,0.20105834
229.84598,7.201083,1590.4491,1655.1399,458.21384,0.96091515,4.993464,0.9937682,0.0044549624,0.0036707649,0.19957337
229.84239,7.2110214,1592.4949,1657.3983,459.27036,0.96084017,4.9980936,1.0069444,0.0055464865,0.0056420807,0.2019164
229.71336,7.205668,1591.066,1655.2382,456.42343,0.9612309,4.9968977,0.9931769,0.009020713,0.0008126878,0.1993079
229.62842,7.2192826,1592.4945,1657.7524,460.548,0.9606347,5.0043244,1.0054029,0.0038800752,0.004084882,0.20139618
229.63016,7.225768,1594.5608,1659.2543,458.80328,0.9610105,5.009056,1.0053074,0.00856704,0.005780816,0.20115192
229.82152,7.2079515,1591.9907,1656.5424,457.92822,0.9610323,4.9978685,0.9970376,0.0058821663,0.008228397,0.19994557
229.89038,7.2074933,1592.4608,1656.9335,457.70813,0.96108925,4.995545,1.0062914,0.006043515,0.002910659,0.2020284
229.8613,7.212176,1593.2461,1657.8,458.1135,0.96106046,5.0001707,1.000878,0.0013287099,0.0026349528,0.20059554
229.9695,7.211968,1593.5054,1658.5327,459.8599,0.9607923,5.000083,0.9999701,0.003267783,0.003197855,0.20053704
229.85919,7.206841,1592.4462,1656.5587,456.4012,0.96129775,4.998102,0.99158406,0.0018862933,0.0033078566,0.19889937
229.63254,7.2102537,1590.439,1655.7089,460.2994,0.9605789,4.9990854,0.99896467,0.0050279177,0.006225009,0.20033954
229.69827,7.217803,1593.5851,1657.9169,457.35635,0.96119726,5.0059376,0.9919917,0.005156983,0.0019875795,0.19865389
229.68698,7.2110515,1591.8596,1656.2847,457.45114,0.9611027,4.999423,1.0006778,0.0038845616,0.0050730053,0.20056263
229.8702,7.214167,1593.621,1658.322,458.6983,0.96098405,5.001419,1.0016459,0.0064383927,0.0027367796,0.20073357
230.04413,7.2113357,1593.7552,1658.9254,460.41046,0.9607154,5.0002923,0.9968852,0.0024115513,0.004543342,0.19986449
229.90106,7.219203,1594.6649,1659.7024,460.06094,0.9608137,5.004587,1.0040505,0.0023033263,0.006595791,0.20106728
229.64235,7.2072678,1590.6088,1655.0939,457.49274,0.96103835,4.996779,0.99983716,0.007832615,0.0036399143,0.20058425
229.59464,7.218079,1592.1207,1657.2322,459.96738,0.96071076,5.004264,1.0015253,0.004418566,0.0061636516,0.20059493
229.76675,7.2107944,1591.4431,1656.8008,460.75803,0.96055186,4.998684,1.0029097,0.002964396,0.0050508045,0.20114453
230.09024,7.223016,1596.9979,1661.9454,460.06552,0.9609208,5.0072846,1.0042429,0.00500776,0.004612954,0.20101261
229.84789,7.212403,1593.0638,1657.7555,458.58603,0.9609763,5.000587,0.9994189,0.0028559356,0.0024523903,0.20033358
229.81476,7.21483,1593.0337,1658.0743,459.84143,0.9607734,5.001441,1.0040888,0.004021403,0.005083973,0.20118551
229.61852,7.2091045,1590.5503,1655.3439,458.5994,0.96085787,4.997129,1.0049385,0.001432847,0.00045820657,0.20154084
229.72545,7.2143745,1593.1041,1657.3254,456.88852,0.96125,5.0031056,0.99374014,0.0021142645,0.0018934067,0.19912823
229.90015,7.217286,1595.321,1659.2551,456.15625,0.96146816,5.0051365,0.99390304,0.004234979,0.0050110784,0.199116
229.7904,7.216752,1594.0502,1658.3405,457.27127,0.9612322,5.004786,0.99396646,0.0013176508,0.009390884,0.19909596
229.85579,7.218725,1594.5563,1659.2657,458.86057,0.96100116,5.005146,0.99955195,0.0043277363,0.009055492,0.20014468
229.63008,7.211355,1590.7579,1655.9441,460.04352,0.96063507,5.0008483,0.9944453,0.002361497,0.006405669,0.19930251
229.6978,7.213226,1592.3239,1656.862,457.92642,0.96104795,5.0007877,1.0013331,0.002784595,0.004867531,0.200713
229.90874,7.214649,1593.0514,1658.7109,462.07034,0.96041536,5.001638,1.0021002,0.0013248938,0.004285136,0.20085381
229.74406,7.206865,1591.1278,1655.7345,458.00558,0.96098,4.996999,0.9973192,0.0060001845,0.0068260166,0.2000659
229.65324,7.213964,1591.5704,1656.7103,459.99185,0.9606812,5.001091,1.002389,0.0037683004,0.003906835,0.20092838
229.785,7.2215157,1594.4921,1659.3961,459.5545,0.96088696,5.0065007,1.0025524,0.0054662093,0.006177738,0.20074745
229.94131,7.2129397,1594.3297,1658.5529,457.06723,0.9612776,5.0013514,0.9974192,0.007240976,0.0009863725,0.19992094
229.74707,7.2199726,1593.5969,1658.7677,460.3902,0.9607113,5.006478,0.9971129,0.0018106883,0.009402141,0.19965984
229.95544,7.2136025,1593.8298,1658.8071,459.7255,0.9608289,5.0017548,0.9977663,0.0043666735,0.0008571587,0.19997792
229.79851,7.2116327,1593.3619,1657.2224,455.61362,0.96146536,5.0005765,0.99649143,0.0049438747,0.0033469584,0.1997908
229.85454,7.2095604,1592.609,1657.1501,457.97742,0.9610529,4.997707,1.0036495,0.00904842,0.0023291188,0.2012705
229.66618,7.199976,1589.2917,1653.5911,456.63446,0.96111536,4.9908276,1.0031056,0.004416646,0.0066752825,0.20151486
229.59813,7.2156377,1592.627,1656.6969,456.27185,0.9613267,5.0034337,0.9968105,0.0034091894,0.007268718,0.1997003
229.76874,7.2142906,1593.4532,1657.6184,456.73376,0.9612907,5.0016775,1.0004277,0.0042060562,0.0003424479,0.20055397
229.94275,7.2206793,1595.5426,1660.3428,459.3278,0.9609718,5.006241,1.0008729,0.00062140136,0.003289692,0.2004141
229.80518,7.2084465,1590.9185,1656.5383,461.62512,0.96038735,4.9966397,1.004885,0.0054596267,0.00768831,0.20157447
229.59602,7.2078056,1589.7783,1654.8834,459.61288,0.9606588,4.9983993,0.9934435,0.0031609184,0.003248549,0.19928657
229.82661,7.2195835,1594.6218,1659.2524,458.58453,0.96104836,5.0052905,1.0012314,0.0039961077,0.005479824,0.20061857
229.88338,7.219756,1594.8307,1659.7019,459.48413,0.9609139,5.0046744,1.0057063,0.006465356,0.0088361185,0.20137642
229.80983,7.214334,1593.1896,1657.9249,458.7614,0.960954,5.0011563,1.0033561,0.010703475,0.0063641653,0.2011267
229.73393,7.216198,1592.9271,1657.8054,459.24066,0.96086496,5.0035696,0.99813306,0.0054708095,0.00476085,0.19996268
230.06288,7.2173123,1595.8344,1660.4358,458.6496,0.9610937,5.003841,1.0003498,0.0067658867,0.0036538318,0.20048344
229.80978,7.2003684,1589.7285,1654.7151,459.1787,0.96072644,4.9912615,1.0028594,0.0038174614,0.009295584,0.20134601
230.06226,7.2098255,1594.2969,1658.7087,457.74683,0.96116745,4.998642,0.99958956,0.004415387,0.0070273923,0.2004913
229.75398,7.217967,1593.4037,1658.3567,459.57773,0.9608329,5.0037246,1.0037278,0.0075940895,0.005198263,0.20107357
229.67726,7.2129965,1592.0265,1656.6613,458.23373,0.96098495,5.0019355,0.9945726,0.004674437,0.0014847941,0.19935216
229.94473,7.2172756,1594.7032,1659.5745,459.46594,0.9609109,5.004276,0.9985501,0.0036698813,0.005548982,0.2000051
229.69418,7.2198367,1593.5564,1658.3545,459.04022,0.96092623,5.0056925,1.0004785,0.0074797417,0.0028304677,0.20037752
229.6558,7.2196116,1593.2635,1658.0256,458.86865,0.9609402,5.0058956,0.99847573,0.0032800012,0.0049659363,0.20000766
229.89175,7.2114954,1592.7767,1657.8634,459.97092,0.9607406,5.000386,0.99725163,0.0050485292,0.004287535,0.19988187
229.7769,7.213736,1592.6028,1657.5499,459.4431,0.9608174,5.0015025,0.9991426,0.0048515317,0.0033041162,0.20033602
229.79376,7.2068853,1591.2319,1656.0973,458.95444,0.9608324,4.9967413,0.99871343,0.0043725516,0.010606532,0.20034856
229.8553,7.211486,1592.743,1657.5983,459.1311,0.960874,4.9989223,1.00425,0.012725543,0.0076339343,0.2013936
229.76755,7.2112603,1592.5293,1656.9137,457.39832,0.961142,4.9997735,0.99896383,0.0037007085,0.0027407168,0.20035258
229.51913,7.215927,1592.2239,1656.1932,455.84988,0.96137565,5.003884,0.9952981,0.0026167098,0.0030645733,0.19944307
229.84988,7.211221,1592.696,1657.4983,458.93344,0.9609036,4.9999423,0.99845177,0.0016041204,0.004989812,0.2001454
229.90836,7.2113776,1593.1431,1657.9559,459.0351,0.96090794,4.9998784,0.99911875,0.0073196916,0.0038643028,0.20032483
229.79825,7.2226615,1595.5343,1659.755,457.22754,0.9613071,5.008102,0.9987889,0.008354026,0.007772385,0.19990939
229.90073,7.217705,1594.1433,1659.3556,460.6173,0.9607002,5.003243,1.0050128,0.0024238343,0.007623184,0.20138282
229.73923,7.211844,1592.3485,1656.8435,457.77362,0.9610736,5.00199,0.99014884,0.003123945,0.007882763,0.19847077
229.74455,7.2217126,1594.4473,1659.1492,458.81802,0.96100295,5.0064316,1.0037333,0.014058218,0.0023239106,0.20095932
229.99849,7.205095,1591.9174,1657.1609,460.41437,0.96062934,4.995673,0.997703,0.0026294645,0.004998755,0.20017077
229.89795,7.2040477,1591.2745,1656.1958,459.162,0.960801,4.9934273,1.0045166,0.0034138719,0.004132698,0.20174469
230.03262,7.210976,1593.7614,1658.7596,459.79163,0.96081513,4.998165,1.0059288,0.0033241457,0.011230895,0.20181051
229.98824,7.2128315,1593.9467,1658.8665,459.53433,0.960865,5.0007653,1.0000657,0.00733062,0.005252274,0.20045024
229.88376,7.212214,1593.0652,1657.9708,459.35922,0.9608523,4.9997263,1.0028234,0.0106150685,0.0010556919,0.20108399
229.7886,7.210513,1591.9758,1656.8938,459.24927,0.9608195,4.9992757,0.9986782,0.0044993814,0.0076090926,0.20033158
229.93544,7.206531,1591.9742,1657.0367,459.7705,0.9607356,4.9969606,0.9962141,0.0013313364,0.0052196756,0.19986455
229.885,7.2045317,1591.3843,1656.2137,458.84644,0.9608568,4.994591,1.0008821,0.003406042,0.0030373277,0.20088576
229.84889,7.2087126,1591.9862,1656.9146,459.2881,0.96081376,4.9974704,1.0013278,0.007296212,0.010940794,0.2009063
229.8511,7.2148333,1593.8026,1658.3374,458.12228,0.96108466,5.002506,0.9981044,0.010455996,0.0028682263,0.20008586
229.88315,7.2006416,1589.8384,1655.3062,460.92554,0.96044976,4.991677,1.0017904,0.0054629003,0.0035586231,0.20111184
229.63715,7.2205095,1593.381,1658.0972,458.71948,0.96096957,5.0053506,1.0043752,0.01213564,0.008953576,0.20121679
229.79068,7.2134004,1592.5154,1657.5723,459.82678,0.9607517,5.001399,0.9990431,0.008056744,0.0025807691,0.20020233
229.89505,7.211867,1592.8179,1657.9725,460.22168,0.96070224,4.9995894,1.0022252,0.008279683,0.0046279016,0.20097591
229.6617,7.2174745,1592.2621,1657.5774,460.7214,0.9605959,5.0041766,0.99979824,0.0038797113,0.0004381853,0.2002507
229.79185,7.2131596,1592.9368,1657.5253,458.19495,0.96103317,5.000781,1.0013636,0.0031597915,0.007235225,0.20067053
229.99117,7.2099113,1593.5044,1658.2158,458.71948,0.9609752,4.9981318,1.0025402,0.0050390586,0.011255932,0.20108269
229.72586,7.205507,1590.9385,1655.2913,457.06003,0.961123,4.9971867,0.9912797,0.004904403,0.0018484497,0.1988898
230.03358,7.2206025,1596.353,1660.9811,458.8193,0.96109045,5.007319,0.9954022,0.004629021,0.007828765,0.19924131
229.7775,7.20903,1592.2632,1656.4729,456.7278,0.96123713,4.9994264,0.9928084,0.008098096,0.011280255,0.19910018
229.82109,7.216814,1593.9352,1658.5762,458.52536,0.9610262,5.0028768,1.0040275,0.0009869861,0.0056813336,0.20112348
229.76013,7.215218,1593.0629,1657.7694,458.6398,0.96096766,5.0022063,1.0013434,0.0041880286,0.0022852395,0.200672
229.85081,7.2011647,1590.9653,1655.1936,456.61264,0.96119595,4.9938397,0.9923516,0.0005560239,0.0014561666,0.19923909
229.68857,7.2183056,1592.8668,1657.9623,460.01544,0.96073765,5.003691,1.0049489,0.0017947584,0.0050726333,0.20135437
229.7868,7.2023096,1590.3601,1654.9957,458.0016,0.9609452,4.9935403,0.99830705,0.00471414,0.0077143777,0.20038107
230.04259,7.21014,1593.6449,1658.6393,459.76083,0.96081465,4.998986,0.9992283,0.008556494,0.0013590697,0.20036024
229.63515,7.213556,1592.0739,1656.486,457.43472,0.96111524,5.001886,0.99704355,0.009356916,0.007498105,0.19980818
229.83667,7.2075844,1591.86,1656.5673,458.47202,0.960939,4.997557,0.99703485,0.0064032353,0.0026865313,0.2000049
229.82365,7.2026076,1590.4622,1655.3296,458.853,0.960813,4.993271,1.0001736,0.006205141,0.0012705909,0.20087272
229.90454,7.215125,1594.7626,1658.79,456.41724,0.9614011,5.0025496,0.9992104,0.003122341,0.0028785958,0.20025244
229.78241,7.207364,1591.5521,1656.1255,457.94458,0.96100944,4.99743,0.99696755,0.008837036,0.0059316666,0.19997784
229.75392,7.21026,1591.3992,1656.5856,460.1352,0.96065015,4.9978743,1.0050882,0.006837108,0.0046786983,0.20159899
229.85678,7.207363,1591.9517,1656.6613,458.49344,0.96093976,4.995983,1.0040171,0.00516304,0.0069748834,0.20148264
229.7663,7.2106256,1591.9229,1656.7588,458.94568,0.96086586,4.9981847,1.0051832,0.009428216,0.010613338,0.20154417
229.91486,7.207089,1592.6866,1657.0168,457.22424,0.9611771,4.997836,0.9937422,0.00457166,0.0033236425,0.19935523
229.97707,7.214422,1594.3331,1659.1516,459.2233,0.96093273,5.001157,1.0037599,0.00090154284,0.0045200554,0.20118682
229.7906,7.2075,1591.5927,1656.2158,458.1303,0.9609815,4.9976807,0.9960143,0.007270808,0.0035226326,0.1998179
230.04988,7.2099333,1593.9309,1658.6444,458.78668,0.9609842,4.9988575,0.99877423,0.0020749036,0.0013894596,0.20034641
229.75824,7.209262,1591.4106,1656.3873,459.3813,0.96077204,4.9991026,0.99557656,0.0069077043,0.007149971,0.199608
229.83977,7.20808,1592.5149,1656.7034,456.6863,0.9612553,4.997429,0.9993437,0.0030067025,0.0058386913,0.20049404
229.73483,7.2194633,1593.1736,1658.5623,461.1147,0.9605751,5.0046268,1.0046113,0.006168169,0.00323559,0.20121288
229.78168,7.206597,1591.0704,1655.9438,458.96103,0.96082383,4.996401,0.9992899,0.009924128,0.0051487642,0.20049904
230.01773,7.214677,1595.9812,1659.5035,454.7484,0.9617221,5.0026646,0.9971281,0.0018100158,0.00568387,0.19981106
230.04488,7.1971564,1590.4867,1655.669,459.99094,0.9606309,4.9886675,1.00386,0.0008727013,0.004115982,0.20172596
229.74733,7.210507,1591.6569,1656.5947,459.2759,0.9608004,4.9987397,1.0017911,0.0004303612,0.00777566,0.20088407
229.70958,7.214644,1593.4426,1657.273,455.51532,0.96148473,5.0033965,0.99296254,0.0012799505,0.008383917,0.19901969
229.9667,7.215902,1594.3481,1659.4171,460.12952,0.9607881,5.0018806,1.0052861,0.004662233,0.006474526,0.20150182
229.66943,7.21327,1591.4132,1656.6676,460.38196,0.96061105,5.000885,1.0010141,0.0067269905,0.00315938,0.20064476
229.89833,7.21389,1593.8026,1658.4613,458.57068,0.96101284,5.0003824,1.0055023,0.007266866,0.0045906752,0.2016114
229.74513,7.2064652,1590.9017,1655.6503,458.48618,0.9608924,4.9960985,1.0000668,0.007839809,0.003280318,0.20071608
229.91733,7.2155747,1593.5586,1658.9857,461.3075,0.960562,5.0029173,0.9989054,0.003096737,0.0009585874,0.20020106
229.9307,7.209229,1592.85,1657.623,458.84955,0.96092415,4.9980373,1.000661,0.0046057487,0.00093372306,0.20068924
229.81616,7.2104325,1592.2267,1657.074,459.0297,0.9608664,4.998791,1.001356,0.0042612506,0.0018716702,0.20078532
229.91525,7.223102,1595.8783,1660.7014,459.45798,0.9609664,5.006487,1.0082331,0.002627833,0.011846417,0.20189789
229.6662,7.2117267,1591.498,1656.2899,458.72675,0.96088135,4.999981,0.9997986,0.0053015244,0.005817263,0.20047596
229.89821,7.214497,1593.3029,1658.6,460.8036,0.9606312,5.000934,1.0051379,0.00555308,0.001762383,0.20147337
230.10802,7.2165184,1595.8331,1660.5787,459.17117,0.9610103,5.0029306,1.0023247,0.00480534,0.01219976,0.20085631
229.7639,7.207716,1590.9813,1656.073,459.73477,0.9606952,4.9968805,1.0006286,0.008696901,0.0020231148,0.20080249
229.6967,7.2106905,1591.5924,1656.2717,458.33392,0.96094877,5.0002027,0.9953285,0.0042670257,0.0025698547,0.19949347
229.95653,7.2193456,1595.4998,1660.1356,458.72733,0.96106595,5.00397,1.0072225,0.003978006,0.005408154,0.20180596
229.7618,7.199726,1588.9257,1654.2219,460.1798,0.9605275,4.9911394,1.0006449,0.0029721267,0.0017929676,0.2010116
229.86954,7.210144,1592.5398,1657.3925,459.0933,0.9608707,4.9981675,1.0030955,0.004844565,0.0041323057,0.2012116
229.84271,7.2171617,1593.7909,1658.812,459.87836,0.96080256,5.00326,1.0027031,0.005330662,0.006860595,0.2009759
229.6023,7.217586,1592.7228,1657.1743,457.6689,0.96110755,5.0038567,1.0015455,0.0005812134,0.004718323,0.20066305
229.89507,7.218451,1594.5667,1659.4862,459.62158,0.9608797,5.004355,1.001959,0.008294093,0.006619336,0.2007683
229.84363,7.216917,1593.8154,1658.7623,459.61392,0.9608461,5.0036097,1.0001743,0.003263009,0.0050990535,0.20044027
229.54634,7.2140226,1591.3959,1655.9524,457.8621,0.96101546,5.000004,1.0082262,0.008069637,0.005259033,0.20209149
229.81607,7.212667,1592.9639,1657.5868,458.32315,0.96101385,5.001083,0.9978636,0.0013392109,0.00835015,0.20000269
229.87625,7.2042184,1591.1597,1656.0787,459.1377,0.9607996,4.995312,0.99621683,0.00447789,0.004853286,0.19991116
229.6785,7.206476,1590.1986,1655.1726,459.19995,0.9607449,4.9962225,0.99976754,0.001723686,0.0018184397,0.2005944
229.90555,7.21573,1594.8099,1658.9364,456.7834,0.9613449,5.00297,0.99934083,0.0028841961,0.0034085445,0.20025341
230.10359,7.2143683,1595.1526,1660.0521,459.63174,0.96090513,5.00091,1.0048493,0.0048106126,0.009719819,0.20140411
229.97928,7.203175,1591.0103,1656.581,461.46228,0.9604179,4.9935784,1.0012352,0.0033694683,0.006570522,0.20096175
229.81882,7.2046566,1590.9823,1655.7656,458.62296,0.96087414,4.9945693,1.0015591,0.0024297114,0.00360428,0.20100026
229.75754,7.203377,1590.1279,1655.0302,458.93158,0.96078485,4.9937916,1.0006357,0.0010488277,0.0072379857,0.2008865
229.81235,7.2194796,1595.0211,1659.1256,456.73337,0.9613625,5.0054007,1.0007393,0.008271877,0.006591877,0.20043366
229.89928,7.2158637,1593.8198,1658.9218,460.17392,0.9607564,5.0045533,0.9918549,0.0009538331,0.0059534144,0.19869618
229.71104,7.219727,1593.53,1658.451,459.47974,0.9608545,5.006635,0.99552375,0.003854637,0.0045045177,0.19932523
230.05566,7.2058315,1593.2583,1657.7423,457.862,0.9611013,4.9971166,0.9932507,0.004002727,0.0046741376,0.19919588
229.68333,7.2066097,1590.2599,1655.2382,459.22452,0.9607438,4.995976,1.0014421,0.0037986743,0.00683706,0.2009487
229.8303,7.2102532,1592.4863,1657.1346,458.34756,0.9609879,4.9985294,1.0015796,0.0062323725,0.010020422,0.20091502
229.86565,7.216374,1594.4796,1658.7965,457.42822,0.96122676,5.0042973,0.9950517,0.005019926,0.0062752864,0.19933239
229.91618,7.210762,1593.241,1657.8708,458.3875,0.9610163,4.9998817,0.9968006,0.0071831984,0.0010703234,0.19987823
229.89452,7.2144847,1594.03,1658.5704,458.17462,0.96108675,5.001472,1.0022016,0.008860844,0.008208335,0.20090851
229.81406,7.2112193,1593.2122,1657.2396,456.19943,0.96136504,5.000993,0.9930398,0.005213713,0.0039884746,0.1990542
229.65247,7.205493,1590.1748,1654.7592,457.7905,0.9609705,4.9969425,0.9925263,7.653368e-05,0.005501794,0.19913344
230.01929,7.20357,1592.0497,1656.9601,459.2324,0.9608256,4.993841,1.0013968,0.005226385,0.011822965,0.20097232
229.88193,7.2160325,1593.9039,1658.8356,459.57108,0.9608571,5.002038,1.004996,0.004144043,0.0060174013,0.20143287
229.64616,7.210115,1591.3136,1655.7753,457.50717,0.9610686,4.998918,0.9993756,0.008119808,0.0076589924,0.20041373
229.7027,7.210804,1591.5786,1656.3412,458.63248,0.9609002,4.999145,1.0007427,0.0032775742,0.0050472924,0.20067382
229.67842,7.22053,1593.0813,1658.3999,460.84955,0.9606135,5.004982,1.0068555,0.008039121,0.0021923922,0.2016218
229.69328,7.2119107,1592.036,1656.5275,457.71658,0.96106833,4.9995027,1.0025257,0.0040464574,0.0041034394,0.2010974
229.80403,7.20854,1591.898,1656.5516,458.28403,0.96097094,4.9979477,0.9986866,0.00502062,0.0101651605,0.20028883
229.6632,7.2114277,1591.4169,1656.1996,458.6819,0.96088475,5.000466,0.99637854,0.003710235,0.005420485,0.19974981
229.87303,7.2061315,1592.1357,1656.4952,457.2528,0.9611472,4.995842,1.000481,0.004292632,0.011278099,0.20073915
229.8561,7.214478,1593.401,1658.2916,459.3523,0.96086895,5.001571,1.0017892,0.005790526,0.0019161307,0.20079817
229.68771,7.2137203,1592.0614,1656.903,458.9858,0.9608658,5.0003414,1.0050256,0.004547903,0.005764244,0.20152774
229.78583,7.2130666,1592.7988,1657.4604,458.44,0.9609875,5.000403,1.0023634,0.0023214407,0.0037746462,0.20099549
229.77669,7.212805,1592.7909,1657.3344,458.01147,0.9610558,5.0013943,0.9966706,0.0049362713,0.009897229,0.19977795
229.53052,7.2091374,1589.7238,1654.7169,459.20203,0.9607225,4.997559,1.0027429,0.0062111286,0.0028691904,0.20111884
229.67484,7.2105403,1591.5652,1656.0796,457.73358,0.9610439,4.9995623,0.99753267,0.004055434,0.0036935394,0.20004995
229.77081,7.225866,1596.1656,1660.2931,456.97742,0.96137583,5.0096,1.0024441,0.0015611778,0.0040136944,0.20066066
229.79437,7.2066493,1591.6747,1656.0474,457.23587,0.9611287,4.9963818,0.9999201,0.0029066498,0.007091708,0.20055494
229.8998,7.2192497,1595.1031,1659.704,458.5448,0.96107686,5.0064816,0.9944749,0.0070757745,0.0086176265,0.19913451
229.80669,7.210948,1591.8655,1657.124,460.46103,0.9606194,4.998443,1.0049733,0.0038050837,0.0032441474,0.20150264
229.87267,7.212928,1593.4435,1658.0549,458.34955,0.96103173,5.0003366,1.002895,0.0074245404,0.011565927,0.20096615
229.81726,7.2141843,1593.0486,1657.9441,459.3198,0.96085787,5.0014076,1.0016352,0.0050086826,0.001904782,0.20075879
229.82408,7.224551,1595.3978,1660.3759,459.9496,0.9608655,5.0087605,1.0021018,0.008336557,0.009239745,0.20058522
229.69443,7.209079,1590.5814,1655.8853,460.44186,0.9605626,4.9973483,1.0036176,0.0018053114,0.004367592,0.20129558
229.91148,7.2137485,1594.0059,1658.5237,458.08954,0.96109927,5.002172,0.9962567,0.0015384471,0.008833752,0.1996494
229.76901,7.2034154,1590.4685,1655.1216,458.08047,0.9609375,4.9941564,0.9988807,0.0043961974,0.0035912846,0.2005347
229.67856,7.209655,1591.4418,1655.9031,457.52393,0.9610718,4.9980507,1.0019084,0.008774553,0.0030436912,0.20098191
229.93536,7.205129,1592.0555,1656.714,458.32324,0.9609719,4.9949155,1.0011353,0.0021102952,0.00542456,0.20097932
229.96857,7.2169766,1594.7533,1659.6777,459.66537,0.9608813,5.0036592,0.9999372,0.0026174353,0.0039690225,0.20043066
229.86562,7.2091436,1592.5952,1657.1343,457.9676,0.96105385,4.9986825,0.9972087,0.0074508777,0.0038306857,0.19995785
229.73492,7.2107143,1591.4625,1656.5529,459.7983,0.96070737,4.9989347,1.0015684,0.00096048473,0.004889556,0.20082802
229.88712,7.21094,1592.7465,1657.7021,459.49472,0.9608158,4.9990535,1.0019312,0.0028566709,0.0016193234,0.20086698
229.73683,7.2138543,1592.7917,1657.2881,457.8408,0.96108323,5.001373,1.0003815,0.003020438,0.0054515577,0.20055585
229.85835,7.2157016,1594.3856,1658.5892,457.0044,0.9612902,5.0032825,0.99749076,0.0030860533,0.0020937528,0.19990365
229.85678,7.2157617,1593.922,1658.5917,458.62744,0.96100926,5.0019484,1.0046041,0.006853349,0.004267146,0.20133251
229.94504,7.2179623,1595.3416,1659.7346,457.82556,0.9612028,5.0054073,0.995589,0.0077839014,0.0070197145,0.19932278
229.92079,7.2072673,1592.6826,1657.1006,457.54144,0.96112615,4.9968762,0.9991419,0.008472165,0.0012037265,0.20048277
229.84506,7.2012024,1589.6667,1655.1608,460.99573,0.9604304,4.9919047,1.002525,0.0033249962,0.0019234343,0.20127863
229.85025,7.2038636,1590.8627,1655.8098,459.19733,0.9607762,4.994619,0.9985189,0.0073576407,0.0030140346,0.20037632
229.72697,7.218272,1593.7379,1658.2318,457.96545,0.9611068,5.0035405,1.0054588,0.0030530079,0.004267455,0.20148255
229.85373,7.2138543,1593.2665,1658.1313,459.24,0.96088076,4.9998827,1.0080166,0.0071086413,0.009927106,0.20209621
229.95757,7.1987624,1591.2102,1655.4099,456.54385,0.9612182,4.9909687,0.99840564,0.00851027,0.0032469623,0.2004948
229.86658,7.2120824,1593.4368,1657.8167,457.51007,0.96116585,5.0018363,0.9918266,0.009037376,0.0038334527,0.19879435
229.54187,7.2085123,1590.0144,1654.6553,457.9721,0.9609339,4.9963026,1.006452,0.0038985522,0.0038908632,0.2019699
229.88715,7.205109,1592.379,1656.3619,455.92105,0.9613714,4.9961925,0.99522465,0.0043089995,0.0068075056,0.19963717
229.84622,7.2095785,1591.7866,1657.0944,460.62692,0.960589,4.997497,1.0042598,0.011351317,0.0043853503,0.20150132
